x,f_hz,V_real,V_imag,l,b,h,rho,E0,eta,F_tip,m_tip,k_phi,k_x,use_ideal
0.2,107.0,-0.00016829323920974305,-0.16022644333908717,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,108.0,-0.00017812412973058323,-0.1590632238707128,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,109.0,-0.00018930528420598854,-0.1579406094464084,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,110.0,-0.0002020528458173465,-0.15686013287993317,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,111.0,-0.00021663133178559008,-0.1558237014472414,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,112.0,-0.00023336687913073516,-0.15483367714257465,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,113.0,-0.00025266496133354916,-0.15389297956206838,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,114.0,-0.00027503438174802133,-0.15300521920664137,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,115.0,-0.00030112021400343036,-0.15217487220898787,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,116.0,-0.00033174970909843334,-0.15140751227374294,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,117.0,-0.000367997340420885,-0.15071012287621205,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,118.0,-0.00041127866855220584,-0.15009152399599812,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,119.0,-0.0004634885844329704,-0.14956296543727168,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,120.0,-0.0005272096109504449,-0.14913896762632387,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,121.0,-0.0006060339392802164,-0.14883853887445664,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,122.0,-0.0007050760432912356,-0.1486869808309761,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,123.0,-0.0008318163851594645,-0.14871864122896658,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,124.0,-0.000997544799464814,-0.1489812461730945,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,125.0,-0.0012199441099898665,-0.14954297400478878,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,126.0,-0.0015279699746090932,-0.15050451576076326,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,127.0,-0.0019716852941750393,-0.15202072087060878,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,128.0,-0.002643728268331321,-0.1543419232623687,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,129.0,-0.003731157042291332,-0.1578990118263544,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,130.0,-0.005658309381327151,-0.163495436604501,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,131.0,-0.009557978701315589,-0.1727902436194419,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,132.0,-0.0192827022613268,-0.18962868276394135,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,133.0,-0.05389127569513213,-0.2221833437878399,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,134.0,-0.20892411309721046,-0.187970856488212,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,135.0,-0.09448503502432648,-0.0110067410458227,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,136.0,-0.027823906575812983,-0.04789441127861971,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,137.0,-0.01237443677161266,-0.07003148793364214,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,138.0,-0.006890934353813386,-0.08181585283553074,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,139.0,-0.004371655770915592,-0.08875391606040282,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,140.0,-0.003016131338191013,-0.0931522482165976,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,141.0,-0.0022057783778221696,-0.09607606217748875,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,142.0,-0.00168363602259076,-0.09807495812092772,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,143.0,-0.0013278288778949218,-0.09945878551432238,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,144.0,-0.0010746210382233917,-0.10041476036120715,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,145.0,-0.0008880871473104708,-0.10106238306283237,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,146.0,-0.0007467395643106133,-0.10148138452502109,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,147.0,-0.0006370920198584702,-0.10172693122272596,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,148.0,-0.0005503357972524821,-0.10183836841753373,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,149.0,-0.00048052098431672016,-0.10184448591242266,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,150.0,-0.000423511878221138,-0.10176681640788517,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,151.0,-0.00037636181104526293,-0.10162177226670688,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,152.0,-0.00033692550115445145,-0.10142207075427825,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,153.0,-0.0003036111645374599,-0.10117770925917138,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,154.0,-0.00027521765137859187,-0.10089664777416447,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,155.0,-0.00025082485137285624,-0.10058529615364188,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,156.0,-0.00022971835365131636,-0.10024886826247252,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,157.0,-0.00021133665334688032,-0.09989164354744963,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,158.0,-0.00019523351257909205,-0.09951716305760389,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,159.0,-0.00018105070193646534,-0.09912837829081253,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,160.0,-0.00016849797574974252,-0.09872776558703586,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,161.0,-0.00015733816806790752,-0.09831741501663711,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,162.0,-0.00014737596601386554,-0.09789910015289427,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,163.0,-0.00013844935917212915,-0.09747433335306928,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,164.0,-0.0001304230602419165,-0.09704440993744574,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,165.0,-0.00012318339430063906,-0.09661044377964159,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,166.0,-0.00011663429373617362,-0.09617339619207718,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,167.0,-0.00011069413377367135,-0.0957340995329272,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,168.0,-0.00010529321292617369,-0.0952932766246175,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,169.0,-0.00010037173248700721,-0.09485155682426265,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,170.0,-9.587816528319823e-05,-0.09440948939929032,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,171.0,-9.176793035223665e-05,-0.0939675547199517,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,172.0,-8.800230975647114e-05,-0.09352617367245486,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,173.0,-8.454755833517276e-05,-0.09308571561345569,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,174.0,-8.137416816759699e-05,-0.09264650512235527,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,175.0,-7.845625784069237e-05,-0.09220882775770148,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,176.0,-7.577106297206427e-05,-0.09177293498461782,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,177.0,-7.329850932977641e-05,-0.09133904840906211,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,178.0,-7.102085367928255e-05,-0.09090736342998218,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,179.0,-6.892238044186017e-05,-0.0904780524006567,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,180.0,-6.698914456563529e-05,-0.09005126737461425,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,181.0,-6.520875283866632e-05,-0.08962714249867802,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,182.0,-6.357017732382486e-05,-0.08920579610525822,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,183.0,-6.20635957524508e-05,-0.08878733254750801,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,184.0,-6.0680254641575975e-05,-0.08837184381399343,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,185.0,-5.9412351647079687e-05,-0.08795941095379692,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,186.0,-5.825293427101938e-05,-0.08755010533824101,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,187.0,-5.7195812533886776e-05,-0.0871439897814987,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,188.0,-5.623548362584925e-05,-0.08674111953909362,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,189.0,-5.5367066881858254e-05,-0.08634154320057438,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,190.0,-5.458624769929033e-05,-0.08594530349037043,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,191.0,-5.388922924344587e-05,-0.08555243798892966,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,192.0,-5.3272690975969795e-05,-0.08516297978463397,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,193.0,-5.273375320016771e-05,-0.08477695806564076,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,194.0,-5.226994695179794e-05,-0.08439439865966174,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,195.0,-5.187918867850792e-05,-0.0840153245287356,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,196.0,-5.155975924964837e-05,-0.0836397562252446,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,197.0,-5.131028692381947e-05,-0.08326771231475301,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,198.0,-5.1129733976910775e-05,-0.08289920977068162,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,199.0,-5.101738676071857e-05,-0.08253426434536557,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,200.0,-5.097284902349236e-05,-0.08217289092166369,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,201.0,-5.0996038380537244e-05,-0.08181510384898068,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,202.0,-5.108718587695219e-05,-0.0814609172673258,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,203.0,-5.1246838637010094e-05,-0.08111034542285887,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,204.0,-5.147586564696936e-05,-0.080763402978256,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,205.0,-5.177546677172634e-05,-0.08042010532116949,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,206.0,-5.214718516184529e-05,-0.08008046887405142,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,207.0,-5.2592923267876865e-05,-0.07974451140866295,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,208.0,-5.311496274503422e-05,-0.07941225236870002,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,209.0,-5.3715988605087614e-05,-0.07908371320413911,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,210.0,-5.4399118056097727e-05,-0.0787589177211432,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,211.0,-5.516793456665346e-05,-0.07843789245168138,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,212.0,-5.6026527802975914e-05,-0.07812066704741148,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,213.0,-5.697954021811066e-05,-0.07780727470286405,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,214.0,-5.803222122702387e-05,-0.0774977526135712,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,215.0,-5.9190490085445385e-05,-0.07719214247551189,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,216.0,-6.0461008810629475e-05,-0.07689049103313267,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,217.0,-6.185126674739349e-05,-0.07659285068426958,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,218.0,-6.33696787038982e-05,-0.07629928015158476,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,219.0,-6.502569897224439e-05,-0.07600984523168337,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,220.0,-6.682995402629998e-05,-0.07572461963495301,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,221.0,-6.879439727571433e-05,-0.07544368593143444,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,222.0,-7.093248997887344e-05,-0.07516713662078733,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,223.0,-7.32594133153545e-05,-0.07489507534776296,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,224.0,-7.579231773767431e-05,-0.07462761828868662,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,225.0,-7.8550617124566e-05,-0.07436489573946845,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,226.0,-8.155633702465173e-05,-0.07410705394183445,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,227.0,-8.48345285178221e-05,-0.07385425719210648,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,228.0,-8.84137620731062e-05,-0.0736066902863473,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,229.0,-9.232671943815167e-05,-0.0733645613675419,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,230.0,-9.661090631198154e-05,-0.07312810525537028,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,231.0,-0.00010130951467915391,-0.0728975873579331,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,232.0,-0.00010647247169640572,-0.07267330828868739,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,233.0,-0.00011215772258241476,-0.07245560934241885,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,234.0,-0.0001184328089854612,-0.07224487902344187,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,235.0,-0.0001253768230847969,-0.0720415608702794,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,236.0,-0.00013308284305583082,-0.07184616288781659,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,237.0,-0.00014166099013200486,-0.07165926898586,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,238.0,-0.00015124229515594748,-0.07148155293990716,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,239.0,-0.0001619836288563436,-0.07131379554667716,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,240.0,-0.00017407404348815419,-0.0711569058592299,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,241.0,-0.00018774300657644144,-0.07101194767697533,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,242.0,-0.00020327119966296442,-0.07088017286777865,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,243.0,-0.0002210048362914686,-0.07076306366207707,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,244.0,-0.00024137487163883824,-0.07066238685686578,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,245.0,-0.0002649231080184378,-0.07058026401448991,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,246.0,-0.00029233817222016245,-0.0705192634146013,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,247.0,-0.0003245058644290059,-0.07048252199800198,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,248.0,-0.0003625808190735134,-0.07047390928110107,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,249.0,-0.0004080904191435751,-0.07049825096470701,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,250.0,-0.00046308863592679073,-0.07056163896472671,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,251.0,-0.0005303891147165579,-0.07067186901348678,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,252.0,-0.0006139276389674241,-0.07083907062545707,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,253.0,-0.0007193426388784393,-0.07107663397390748,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,254.0,-0.0008549366871585075,-0.0714026068474027,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,255.0,-0.0010333318079725302,-0.07184185654404555,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,256.0,-0.0012744501623233172,-0.07242951287273183,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,257.0,-0.0016111717880265923,-0.0732166182868595,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,258.0,-0.0021007665105848288,-0.07427966700651864,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,259.0,-0.002849788689937235,-0.07573700160729503,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,260.0,-0.004073397380196461,-0.07777635624146911,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,261.0,-0.006252603704230876,-0.08069209131216828,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,262.0,-0.010601163961556572,-0.08485595572567034,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,263.0,-0.02050552799253849,-0.08986334438276175,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,264.0,-0.04290888009170335,-0.0870769265675559,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,265.0,-0.05563429241125678,-0.05195032276357777,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,266.0,-0.030504706553695825,-0.03303215633714808,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,267.0,-0.014769044669220178,-0.036367150007511395,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,268.0,-0.00814896544076475,-0.04120905921669316,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,269.0,-0.005057287443670181,-0.044756896523209855,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,270.0,-0.0034166944459617095,-0.04723133674227742,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,271.0,-0.0024543234084869014,-0.0489865831027702,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,272.0,-0.0018453746594098452,-0.050262445506338106,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,273.0,-0.0014370234059603879,-0.05120970834015366,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,274.0,-0.0011504361797817907,-0.051924377325274024,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,275.0,-0.0009418304815382181,-0.05246943633000681,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,276.0,-0.0007853902465988032,-0.052887543418621064,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,277.0,-0.000665125116176962,-0.053208462203212,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,278.0,-0.0005707155360336367,-0.05345352033314395,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,279.0,-0.0004952663980945761,-0.053638365091414925,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,280.0,-0.00043403178017552155,-0.05377471759407237,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,281.0,-0.00038366007208780347,-0.05387152084797372,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,282.0,-0.0003417306860737559,-0.05393571039017148,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,283.0,-0.00030646060636967717,-0.05397274360935395,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,284.0,-0.00027651328287371787,-0.05398697095411649,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,285.0,-0.00025087107442807254,-0.05398190120307312,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,286.0,-0.00022874821902327142,-0.0539603942925465,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,287.0,-0.00020953027288628977,-0.0539248036763809,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,288.0,-0.00019273121201633233,-0.05387708292372215,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,289.0,-0.00017796255079725073,-0.05381886657777613,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,290.0,-0.0001649107822689614,-0.05375153222271274,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,291.0,-0.00015332067458552565,-0.05367624864911491,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
