x,f_hz,V_real,V_imag,l,b,h,rho,E0,eta,F_tip,m_tip,k_phi,k_x,use_ideal
0.2,292.0,-0.00014298274989775372,-0.05359401361010976,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,293.0,-0.00013372379108553115,-0.053505683695062686,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,294.0,-0.0001253995681056116,-0.05341199817183366,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,295.0,-0.00011788921042926465,-0.05331359816904389,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,296.0,-0.00011109081343719616,-0.053211042225342474,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,297.0,-0.00010491797913033043,-0.05310481898237675,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,298.0,-9.929707091423284e-05,-0.052995357614354276,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,299.0,-9.416501891791635e-05,-0.052883036450718984,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,300.0,-8.946755325037726e-05,-0.05276819014633982,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,301.0,-8.515777246480348e-05,-0.05265111567645254,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,302.0,-8.119497649971564e-05,-0.05253207737480602,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,303.0,-7.754370971811811e-05,-0.05241131118832169,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,304.0,-7.417297192387231e-05,-0.052289028286647596,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,305.0,-7.105556449903892e-05,-0.0521654181377782,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,306.0,-6.816754586074496e-05,-0.052040651139568336,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,307.0,-6.548777584811162e-05,-0.05191488088012285,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,308.0,-6.299753282925506e-05,-0.05178824608666838,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,309.0,-6.068019056765526e-05,-0.0516608723118299,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,310.0,-5.852094442882208e-05,-0.05153287339765733,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,311.0,-5.650657850787017e-05,-0.051404352750824195,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,312.0,-5.46252668410158e-05,-0.051275404456804265,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,313.0,-5.286640312287946e-05,-0.051146114256254996,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,314.0,-5.122045435788575e-05,-0.05101656040309062,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,315.0,-4.967883468295563e-05,-0.05088681442064597,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,316.0,-4.8233796251523426e-05,-0.050756941769789295,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,317.0,-4.687833459842491e-05,-0.05062700244073366,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,318.0,-4.560610633650469e-05,-0.05049705147854237,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,319.0,-4.44113573883599e-05,-0.05036713945085891,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,320.0,-4.328886024618711e-05,-0.05023731286516399,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,321.0,-4.223385899159433e-05,-0.05010761454182988,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,322.0,-4.124202100431299e-05,-0.04997808394837174,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,323.0,-4.030939445305419e-05,-0.049848757499557916,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,324.0,-3.9432370797964095e-05,-0.04971966882741654,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,325.0,-3.860765164856098e-05,-0.049590849024642045,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,326.0,-3.783221941648494e-05,-0.04946232686445236,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,327.0,-3.71033112831083e-05,-0.04933412899955672,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,328.0,-3.6418396069794586e-05,-0.04920628014256175,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,329.0,-3.57751536561704e-05,-0.04907880322985507,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,330.0,-3.5171456640483136e-05,-0.04895171957075954,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,331.0,-3.460535397764222e-05,-0.048825048983535464,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,332.0,-3.407505636590008e-05,-0.04869880991962493,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,333.0,-3.357892318348885e-05,-0.048573019577369585,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,334.0,-3.3115450802474855e-05,-0.04844769400629519,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,335.0,-3.268326212948098e-05,-0.04832284820293297,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,336.0,-3.228109724217104e-05,-0.04819849619904267,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,337.0,-3.190780500713531e-05,-0.048074651143008906,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,338.0,-3.156233557923426e-05,-0.04795132537510098,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,339.0,-3.1243733695090284e-05,-0.0478285304972156,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,340.0,-3.095113268435845e-05,-0.04770627743765912,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,341.0,-3.0683749132080205e-05,-0.047584576511471424,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,342.0,-3.044087813384345e-05,-0.04746343747674535,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,343.0,-3.0221889092941933e-05,-0.04734286958735317,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,344.0,-3.0026222015336152e-05,-0.04722288164245497,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,345.0,-2.9853384264104044e-05,-0.04710348203313083,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,346.0,-2.9702947740336308e-05,-0.04698467878645052,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,347.0,-2.957454646217186e-05,-0.04686647960726965,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,348.0,-2.946787451799549e-05,-0.046748891918019,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,349.0,-2.9382684373728123e-05,-0.04663192289673607,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,350.0,-2.9318785517805996e-05,-0.046515579513570576,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,351.0,-2.9276043430817894e-05,-0.04639986856598307,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,352.0,-2.925437886997753e-05,-0.04628479671284347,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,353.0,-2.92537674616451e-05,-0.04617037050762746,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,354.0,-2.927423959810449e-05,-0.046056596430900924,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,355.0,-2.9315880637646403e-05,-0.045943480922276854,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,356.0,-2.937883140995347e-05,-0.045831030412025624,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,357.0,-2.946328903165248e-05,-0.04571925135251665,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,358.0,-2.956950803991754e-05,-0.045608150249669736,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,359.0,-2.9697801855092904e-05,-0.04549773369459459,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,360.0,-2.984854458656454e-05,-0.04538800839560094,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,361.0,-3.0022173199624932e-05,-0.0452789812107653,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,362.0,-3.021919006476185e-05,-0.04517065918124785,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,363.0,-3.0440165914913183e-05,-0.045063049565560426,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,364.0,-3.068574324069709e-05,-0.04495615987499792,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,365.0,-3.095664015850334e-05,-0.0448499979104576,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,366.0,-3.1253654791942456e-05,-0.0447445718008871,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,367.0,-3.1577670213113536e-05,-0.044639890043617965,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,368.0,-3.192965999727187e-05,-0.04453596154686505,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,369.0,-3.23106944521352e-05,-0.044432795674694624,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,370.0,-3.272194759201804e-05,-0.04433040229479318,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,371.0,-3.3164704937091735e-05,-0.04422879182940113,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,372.0,-3.3640372229650785e-05,-0.04412797530981326,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,373.0,-3.4150485172451155e-05,-0.04402796443489045,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,374.0,-3.469672030959379e-05,-0.04392877163407696,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,375.0,-3.528090718796572e-05,-0.04383041013547385,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,376.0,-3.5905041957632656e-05,-0.04373289403958445,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,377.0,-3.6571302593299314e-05,-0.04363623839942275,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,378.0,-3.7282065946506244e-05,-0.04354045930776139,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,379.0,-3.8039926870303185e-05,-0.04344557399239589,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,380.0,-3.884771969582771e-05,-0.04335160092041551,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,381.0,-3.970854238424781e-05,-0.043258559912604654,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,382.0,-4.062578372944692e-05,-0.043166472269251334,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,383.0,-4.1603154048113974e-05,-0.04307536090881839,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,384.0,-4.264471986617858e-05,-0.04298525052113968,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,385.0,-4.37549431965799e-05,-0.04289616773704569,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,386.0,-4.493872610563099e-05,-0.042808141316605555,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,387.0,-4.620146138727363e-05,-0.042721202358503435,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,388.0,-4.754909031091219e-05,-0.04263538453345653,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,389.0,-4.898816858414148e-05,-0.04255072434503994,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,390.0,-5.0525941883901536e-05,-0.042467261421826316,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,391.0,-5.217043256590083e-05,-0.04238503884538855,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,392.0,-5.393053947409871e-05,-0.04230410351947938,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,393.0,-5.5816153151909546e-05,-0.04222450658661011,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,394.0,-5.78382892223597e-05,-0.04214630389934273,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,395.0,-6.000924327646011e-05,-0.04206955655491755,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,396.0,-6.234277131583199e-05,-0.04199433150341833,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,397.0,-6.485430067188785e-05,-0.04192070224158722,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,398.0,-6.756117741643113e-05,-0.041848749606723745,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,399.0,-7.048295764662507e-05,-0.04177856268793695,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,400.0,-7.36417517499657e-05,-0.04171023987549174,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,401.0,-7.706263293503606e-05,-0.04164389007326777,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,402.0,-8.0774124089405e-05,-0.041579634104639454,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,403.0,-8.480878058021486e-05,-0.04151760634866342,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,404.0,-8.920389119218378e-05,-0.04145795665167905,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,405.0,-9.400232533736656e-05,-0.04140085256975699,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,406.0,-9.925356242744146e-05,-0.04134648201048264,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,407.0,-0.00010501494950236352,-0.04129505635915238,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,408.0,-0.00011135324673387444,-0.041246814195684586,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,409.0,-0.00011834653849565838,-0.04120202573587074,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,410.0,-0.00012608661205064432,-0.04116099816601403,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,411.0,-0.00013468193903635892,-0.04112408208625159,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,412.0,-0.00014426144042505642,-0.04109167933869509,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,413.0,-0.00015497927875576632,-0.04106425257719002,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,414.0,-0.00016702100996961574,-0.041042337043333835,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,415.0,-0.00018061155281410055,-0.041026555158802484,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,416.0,-0.0001960256143011317,-0.04101763474187689,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,417.0,-0.0002136014725710546,-0.041016431927755524,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,418.0,-0.00023375940683089712,-0.04102396024896203,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,419.0,-0.0002570266465984478,-0.04104142785965723,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,420.0,-0.0002840716011595974,-0.0410702856336215,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,421.0,-0.0003157515104575427,-0.04111228993077897,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,422.0,-0.0003531798449134769,-0.041169585361701865,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,423.0,-0.00039782331893934564,-0.0412448151072401,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,424.0,-0.0004516442400360723,-0.04134126959972198,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,425.0,-0.0005173138619882393,-0.0414630891081412,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,426.0,-0.0005985397746673903,-0.04161554259334948,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,427.0,-0.0007005816026768153,-0.041805414693943305,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,428.0,-0.000831087361946507,-0.04204154472800882,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,429.0,-0.0010014946820153525,-0.042335572703917544,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,430.0,-0.001229464776306846,-0.042702941915563244,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,431.0,-0.001543281627721278,-0.043164127651566735,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,432.0,-0.0019901473989894633,-0.04374569969534125,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,433.0,-0.0026524913111002934,-0.04447943613153767,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,434.0,-0.003681029140910973,-0.045392511603126864,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,435.0,-0.005360734387043805,-0.04646223272347001,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,436.0,-0.008216215964463548,-0.04743750416867925,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,437.0,-0.012949424965945679,-0.04724038051577095,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,438.0,-0.018826412899731377,-0.043053699738469786,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,439.0,-0.020238824944105862,-0.03412145429456787,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,440.0,-0.015127312037092798,-0.027842483405209048,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,441.0,-0.009690854080787398,-0.02660538599458476,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,442.0,-0.00622534256180293,-0.0273586467523324,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,443.0,-0.004194788085382456,-0.028449556419056787,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,444.0,-0.0029726420249179307,-0.02943135792648467,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,445.0,-0.002199796294549204,-0.03023228004454498,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,446.0,-0.0016867410446324586,-0.03087023364221182,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,447.0,-0.0013313625647380235,-0.03137739043464448,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,448.0,-0.001076171377291818,-0.03178253750682387,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,449.0,-0.0008872688683777071,-0.03210827935017526,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,450.0,-0.0007437909943285528,-0.03237173849721393,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,451.0,-0.0006323964681797519,-0.032585806470903395,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,452.0,-0.0005442631534569595,-0.03276024119675795,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,453.0,-0.00047338299927863185,-0.03290250200282888,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,454.0,-0.00041555716802082294,-0.03301835707872572,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,455.0,-0.0003677834554773437,-0.03311231992092213,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,456.0,-0.00032787135291443377,-0.033187963188211905,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,457.0,-0.00029419348361181617,-0.033248145965268455,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,458.0,-0.00026552112656848915,-0.033295179918071675,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,459.0,-0.00024091295654933475,-0.03333095208602657,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,460.0,-0.00021963826781212615,-0.03335701663624701,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,461.0,-0.0002011230271979543,-0.03337466417792176,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,462.0,-0.00018491133908042835,-0.03338497468050845,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,463.0,-0.00017063750198736266,-0.033388858283825706,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,464.0,-0.0001580054642524438,-0.03338708707314172,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,465.0,-0.0001467735266782432,-0.03338032004431137,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,466.0,-0.0001367428180215392,-0.03336912288644205,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,467.0,-0.00012774851826646808,-0.03335398378433579,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,468.0,-0.00011965310704332798,-0.03333532613735436,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,469.0,-0.00011234112115592359,-0.03331351886959886,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,470.0,-0.00010571504829126773,-0.03328888484384606,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,471.0,-9.969208438785206e-05,-0.03326170777160036,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,472.0,-9.420155342569384e-05,-0.03323223792207042,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,473.0,-8.918283958427533e-05,-0.03320069686553672,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,474.0,-8.458371884984742e-05,-0.03316728143553176,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
0.2,475.0,-8.03590043644473e-05,-0.033132167055260814,0.2,0.01,0.001,2700.0,10000000000.0,0.01,1.0,0.01,10.0,10.0,0
